lcia,value,lcia_unit,year,method,location,process,unit of functional demand,functional unit,run_location
Human Toxicity: Non-Carcinogenic No Lt,4.96E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Ozone Depletion Potential (Odp) No Lt,3.58E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Particulate Matter Formation Potential (Pmfp) No Lt,0.00114856,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Maximum Incremental Reactivity (Mir) No Lt,0.092596281,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Acidification Potential (Ap),0.013708267,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Global Warming Potential (Gwp100),2.564955224,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Ecotoxicity: Freshwater,63.85200268,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Eutrophication Potential,0.003731775,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Human Toxicity: Carcinogenic,2.96E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Human Toxicity: Non-Carcinogenic,1.10E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Ozone Depletion Potential (Odp),3.58E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Particulate Matter Formation Potential (Pmfp),0.001155096,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Maximum Incremental Reactivity (Mir),0.095065239,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite Roasting,kilogram,1,MM
Terrestrial Acidification Potential (Tap),0.012091654,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Global Warming Potential (Gwp1000),2.642299198,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Freshwater Ecotoxicity Potential (Fetp),0.198823145,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Marine Ecotoxicity Potential (Metp),0.264164233,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Terrestrial Ecotoxicity Potential (Tetp),24.15087598,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Fossil Fuel Potential (Ffp),0.649498359,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Freshwater Eutrophication Potential (Fep),0.000392442,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Marine Eutrophication Potential (Mep),4.00E-05,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Human Toxicity Potential (Htpc),0.21282991,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Human Toxicity Potential (Htpnc),4.112598737,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Ionising Radiation Potential (Irp),0.018924713,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Agricultural Land Occupation (Lop),0.025048167,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Surplus Ore Potential (Sop),0.02809987,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Ozone Depletion Potential (Odpinfinite),3.74E-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Particulate Matter Formation Potential (Pmfp),0.00378884,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Photochemical Oxidant Formation Potential: Humans (Hofp),0.003921612,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.004235941,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Water Consumption Potential (Wcp),0.012362902,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite Roasting,kilogram,1,MM
Adaptation to resources services loss (beta),4.173696365,MJ,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
"Climate change, long term, CO2 uptake",-0.023628139,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
"Climate change, long term, biogenic",0.254747041,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
"Climate change, long term, fossil",2.185646349,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
"Climate change, long term, land transformation",0.00089001,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
"Climate change, short term, CO2 uptake",-0.023628139,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
"Climate change, short term, biogenic",0.259296782,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
"Climate change, short term, fossil",2.33066076,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
"Climate change, short term, land transformation",0.000890829,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Fossil and nuclear energy use,30.48686367,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Freshwater acidification,0.012970486,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Freshwater ecotoxicity,456.0170636,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Freshwater eutrophication,3.02E-05,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Human toxicity cancer,1.41E-08,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Human toxicity non-cancer,3.40E-07,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Ionizing radiations,2.692127705,Bq C-14 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
"Land occupation, biodiversity",0.044996621,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
"Land transformation, biodiversity",0.000287189,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Marine eutrophication,0.000145924,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Mineral resources use,0.027455073,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Ozone layer depletion,3.78E-08,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Particulate matter formation,0.001123302,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Photochemical ozone formation,0.003930218,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Resources services deficit (beta),0.000173605,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Terrestrial acidification,0.013218791,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Water scarcity,0.487973134,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite Roasting,kilogram,1,MM
Acidification Potential (Ap) No Lt,0.174954316,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Global Warming Potential (Gwp100) No Lt,70.58850159,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Ecotoxicity: Freshwater No Lt,912.7191187,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Eutrophication Potential No Lt,7.904738228,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Human Toxicity: Carcinogenic No Lt,7.33E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Human Toxicity: Non-Carcinogenic No Lt,0.000173589,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Ozone Depletion Potential (Odp) No Lt,1.72E-06,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Particulate Matter Formation Potential (Pmfp) No Lt,0.027259065,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Maximum Incremental Reactivity (Mir) No Lt,2.190966218,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Acidification Potential (Ap),0.17848917,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Global Warming Potential (Gwp100),70.61817398,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Ecotoxicity: Freshwater,2123.261525,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Eutrophication Potential,8.110647633,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Human Toxicity: Carcinogenic,3.09E-05,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Human Toxicity: Non-Carcinogenic,0.000185993,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Ozone Depletion Potential (Odp),1.72E-06,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Particulate Matter Formation Potential (Pmfp),0.029514192,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Maximum Incremental Reactivity (Mir),2.310527749,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Monazite SX,kilogram,1,MM
Terrestrial Acidification Potential (Tap),0.1419124,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Global Warming Potential (Gwp1000),73.66132451,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Freshwater Ecotoxicity Potential (Fetp),6.090392656,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Marine Ecotoxicity Potential (Metp),8.702540989,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Terrestrial Ecotoxicity Potential (Tetp),1197.995785,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Fossil Fuel Potential (Ffp),11.56653773,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Freshwater Eutrophication Potential (Fep),0.387847479,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Marine Eutrophication Potential (Mep),0.863613575,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Human Toxicity Potential (Htpc),21.8781618,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Human Toxicity Potential (Htpnc),283.5445889,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Ionising Radiation Potential (Irp),2.29316617,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Agricultural Land Occupation (Lop),1.049065502,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Surplus Ore Potential (Sop),2.813952934,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Ozone Depletion Potential (Odpinfinite),0.000101465,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Particulate Matter Formation Potential (Pmfp),0.056594902,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Photochemical Oxidant Formation Potential: Humans (Hofp),0.08872879,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.092953746,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Water Consumption Potential (Wcp),0.468071651,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,MM,Monazite SX,kilogram,1,MM
Adaptation to resources services loss (beta),116.9630006,MJ,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
"Climate change, long term, CO2 uptake",-1.347247725,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
"Climate change, long term, biogenic",17.81977389,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
"Climate change, long term, fossil",46.89013262,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
"Climate change, long term, land transformation",0.056269132,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
"Climate change, short term, CO2 uptake",-1.347247725,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
"Climate change, short term, biogenic",20.54098841,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
"Climate change, short term, fossil",50.81369491,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
"Climate change, short term, land transformation",0.056281735,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Fossil and nuclear energy use,576.7903101,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Freshwater acidification,0.134295827,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Freshwater ecotoxicity,308408.291,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Freshwater eutrophication,2.114318749,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Human toxicity cancer,7.88E-07,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Human toxicity non-cancer,3.09E-05,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Ionizing radiations,304.8294648,Bq C-14 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
"Land occupation, biodiversity",1.897491425,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
"Land transformation, biodiversity",0.012537159,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Marine eutrophication,0.854286665,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Mineral resources use,2.665988123,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Ozone layer depletion,1.95E-06,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Particulate matter formation,0.031419614,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Photochemical ozone formation,0.088573517,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Resources services deficit (beta),0.012058038,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Terrestrial acidification,0.149814263,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Water scarcity,-4422.560566,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Monazite SX,kilogram,1,MM
Acidification Potential (Ap) No Lt,0.019496637,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Global Warming Potential (Gwp100) No Lt,5.605385094,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Ecotoxicity: Freshwater No Lt,3.336989865,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Eutrophication Potential No Lt,0.003267164,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Human Toxicity: Carcinogenic No Lt,1.90E-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Human Toxicity: Non-Carcinogenic No Lt,5.08E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Ozone Depletion Potential (Odp) No Lt,3.70E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Particulate Matter Formation Potential (Pmfp) No Lt,0.002379257,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Maximum Incremental Reactivity (Mir) No Lt,0.203532606,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Acidification Potential (Ap),0.01963182,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Global Warming Potential (Gwp100),5.606554049,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Ecotoxicity: Freshwater,96.91894811,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Eutrophication Potential,0.020956176,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Human Toxicity: Carcinogenic,1.20E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Human Toxicity: Non-Carcinogenic,1.76E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Ozone Depletion Potential (Odp),3.70E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Particulate Matter Formation Potential (Pmfp),0.00240443,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Maximum Incremental Reactivity (Mir),0.208245428,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,MM,Metallothermic Reduction,kilogram,1,MM
Terrestrial Acidification Potential (Tap),0.016161455,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Global Warming Potential (Gwp1000),5.792020324,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Freshwater Ecotoxicity Potential (Fetp),0.27590768,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Marine Ecotoxicity Potential (Metp),0.376649081,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Terrestrial Ecotoxicity Potential (Tetp),42.51308934,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Fossil Fuel Potential (Ffp),1.101832809,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Freshwater Eutrophication Potential (Fep),0.002066228,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Marine Eutrophication Potential (Mep),0.00026375,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Human Toxicity Potential (Htpc),0.852618986,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Human Toxicity Potential (Htpnc),6.666048393,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Ionising Radiation Potential (Irp),0.533080235,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Agricultural Land Occupation (Lop),0.113392996,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Surplus Ore Potential (Sop),0.479556655,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Ozone Depletion Potential (Odpinfinite),9.93E-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Particulate Matter Formation Potential (Pmfp),0.005683741,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Photochemical Oxidant Formation Potential: Humans (Hofp),0.008495394,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.008777454,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Water Consumption Potential (Wcp),0.058897018,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,MM,Metallothermic Reduction,kilogram,1,MM
Adaptation to resources services loss (beta),8.317225822,MJ,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
"Climate change, long term, CO2 uptake",-0.32647364,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
"Climate change, long term, biogenic",0.339856117,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
"Climate change, long term, fossil",4.964130473,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
"Climate change, long term, land transformation",0.007540696,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
"Climate change, short term, CO2 uptake",-0.32647364,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
"Climate change, short term, biogenic",0.350693457,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
"Climate change, short term, fossil",5.309190327,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
"Climate change, short term, land transformation",0.007542031,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
Fossil and nuclear energy use,60.66968816,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
Freshwater acidification,0.014676304,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
Freshwater ecotoxicity,1333.345589,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
Freshwater eutrophication,0.000284482,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
Human toxicity cancer,1.58E-08,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
Human toxicity non-cancer,4.24E-07,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,MM,Metallothermic Reduction,kilogram,1,MM
