lcia,value,lcia_unit,year,method,location,process,unit of functional demand,functional unit,source_file
Fossil Fuel Potential (Ffp),0.6839799497354007,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Freshwater Eutrophication Potential (Fep),0.0015044659604224,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Marine Eutrophication Potential (Mep),0.0001003720889129,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Human Toxicity Potential (Htpc),0.5575540213845858,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Human Toxicity Potential (Htpnc),12.834382660215695,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Ionising Radiation Potential (Irp),0.0921935355618551,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Agricultural Land Occupation (Lop),0.1321930664000559,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Surplus Ore Potential (Sop),0.1337457822068552,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Ozone Depletion Potential (Odpinfinite),1.3343704891547695e-06,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Particulate Matter Formation Potential (Pmfp),0.0310893504468103,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Photochemical Oxidant Formation Potential: Humans (Hofp),0.0081864741989159,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.0084677147843323,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
Water Consumption Potential (Wcp),0.0428410467246782,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,BM Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseBM_RoastingCN.csv
